회사명 : (주)청명기연환경 / 2023/01/01  ~ 2025/08/25  / AS수리현황,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
24/04/22-1,APM 정도검사,APM,정도검사,황연걸,(PM-2.5) PMS-204,100000,정도검사,1501507,419
24/04/22-1,APM 정도검사,APM,정도검사,황연걸,(PM-2.5) PMS-204,100000,정도검사,1501508,420
24/04/22-1,APM 정도검사,APM,정도검사,황연걸,(PM-2.5) PMS-204,100000,정도검사,1501512,421
24/04/22-1,APM 정도검사,APM,정도검사,황연걸,정도검사 대행료,100000,정도검사 대행료,21,422
24/04/29-2,APM 정도검사 및 수리,APM,정도검사 및 수리,신재경,(CO) Serinus 30 i,100000,기본점검,20-2305,423
24/04/29-2,APM 정도검사 및 수리,APM,정도검사 및 수리,신재경,(CO) Serinus30i,100000,기본점검,20-2131,424
24/04/29-2,APM 정도검사 및 수리,APM,정도검사 및 수리,신재경,(CO) Serinus 30 i,100000,정도검사,21-1394,425
24/04/29-2,APM 정도검사 및 수리,APM,정도검사 및 수리,신재경,(CO) Serinus 30 i,100000,정도검사,21-2173,426
24/04/29-2,APM 정도검사 및 수리,APM,정도검사 및 수리,신재경,(O3) Serinus10,100000,정도검사,17-0129,427
24/04/29-2,APM 정도검사 및 수리,APM,정도검사 및 수리,신재경,(NO2) Serinus40,100000,기본점검,21-0517,428
24/04/29-2,APM 정도검사 및 수리,APM,정도검사 및 수리,신재경,(O3) Serinus10,100000,정도검사,17-0131,429
24/04/29-2,APM 정도검사 및 수리,APM,정도검사 및 수리,신재경,(O3) Serinus10,100000,정도검사,17-0134,430
24/04/29-2,APM 정도검사 및 수리,APM,정도검사 및 수리,신재경,(NO2) Serinus40,1200000,Power Supply,21-0517,431
24/04/29-2,APM 정도검사 및 수리,APM,정도검사 및 수리,신재경,(CO) Serinus 30 i,2100000,Detector,20-2305,432
24/04/29-2,APM 정도검사 및 수리,APM,정도검사 및 수리,신재경,DC,-600000,DC,21,433
24/04/29-3,APM 정도검사,APM,정도검사,황연걸,(PM-2.5) PMS-204,100000,정도검사,1501518,434
24/04/29-3,APM 정도검사,APM,정도검사,황연걸,(PM-2.5) PMS-204,100000,정도검사,1501519,435
24/04/29-3,APM 정도검사,APM,정도검사,황연걸,(PM-2.5) PMS-204,100000,정도검사,1708791,436
24/04/29-3,APM 정도검사,APM,정도검사,황연걸,(PM-2.5) PMS-204,100000,정도검사,1708792,437
24/04/29-3,APM 정도검사,APM,정도검사,황연걸,(PM-10) PMS-204,100000,정도검사,1904012,438
24/04/29-3,APM 정도검사,APM,정도검사,황연걸,(PM-10) PMS-204,100000,정도검사,1904009,439
24/04/29-3,APM 정도검사,APM,정도검사,황연걸,(PM-10) PMS-204,100000,정도검사,1904008,440
24/04/29-3,APM 정도검사,APM,정도검사,황연걸,(PM-10) PMS-204,100000,정도검사,1904007,441
24/04/29-3,APM 정도검사,APM,정도검사,황연걸,(PM-10) PMS-204,100000,정도검사,1904005,442
24/04/29-3,APM 정도검사,APM,정도검사,황연걸,정도검사 대행료,100000,정도검사 대행료,21,443
24/05/13-1,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-10) E-BAM,250000,정도검사,R10185,444
24/05/13-1,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-10) E-BAM,250000,정도검사,R10532,445
24/05/13-1,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-10) E-BAM,185000,"Filter,25M",R10532,446
24/05/13-2,APM 정도검사,APM,정도검사,신재경,(SO2) Serinus50,100000,정도검사,17-1912,447
24/05/13-2,APM 정도검사,APM,정도검사,신재경,(SO2) Serinus50,100000,정도검사,17-1906,448
24/05/13-2,APM 정도검사,APM,정도검사,신재경,(SO2) Serinus50,100000,정도검사,17-1733,449
24/05/13-2,APM 정도검사,APM,정도검사,신재경,(O3) Serinus10,100000,정도검사,17-0133,450
24/05/13-2,APM 정도검사,APM,정도검사,신재경,(O3) Serinus10,100000,정도검사,17-0132,451
24/05/13-2,APM 정도검사,APM,정도검사,신재경,정도검사 대행료,100000,정도검사 대행료,21,452
24/05/14-1,APM 부품구매,APM,일반수리,황연걸,부품구매,1080000,Solar shield w/o Pres. Temp. RH sensor,21,453
24/05/21-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-2.5) KMS-4200,50000,기본점검,19P404,454
24/05/21-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,50000,기본점검,19P405,455
24/05/21-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-2.5) KMS-4200,,"리크보강,리니어부싱 재조립",19P404,456
24/05/21-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,,지지대 오링교체,19P405,457
24/05/21-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,50000,기본점검,19P430,458
24/05/30-1,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(PM-2.5) PMS-204,100000,정도검사,1501478,459
24/05/30-1,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(PM-2.5) PMS-204,100000,정도검사,1708789,460
24/05/30-1,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(PM-10) PMS-204,100000,정도검사,1904003,461
24/05/30-1,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(PM-10) PMS-204,100000,정도검사,1904004,462
24/05/30-1,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(PM-10) PMS-204,100000,정도검사,1904006,463
24/05/30-1,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(PM-10) PMS-204,100000,정도검사,1904010,464
24/05/30-1,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(PM-10) PMS-204,100000,정도검사,1904011,465
24/05/30-1,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,정도검사 대행료,100000,정도검사 대행료,21,466
24/05/30-1,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(PM-2.5) PMS-204,495000,ATM Sensor PCB SET,1501478,467
24/06/03-1,APM 일반수리,APM,일반수리,황연걸,(PM-2.5) PMS-204,100000,기본점검,1501504,468
24/06/25-1,APM 정도검사,APM,정도검사,황연걸,(O3) Serinus10i,100000,정도검사,21-0321,469
24/06/25-1,APM 정도검사,APM,정도검사,황연걸,(O3) Serinus10i,100000,정도검사,21-0349,470
24/06/25-1,APM 정도검사,APM,정도검사,황연걸,(O3) Serinus10i,100000,정도검사,21-0524,471
24/06/25-1,APM 정도검사,APM,정도검사,황연걸,(CO) Serinus30i,100000,정도검사,20-2128,472
24/06/25-1,APM 정도검사,APM,정도검사,황연걸,(CO) Serinus30i,100000,정도검사,20-2131,473
24/06/25-1,APM 정도검사,APM,정도검사,황연걸,(CO) Serinus30i,100000,정도검사,20-2311,474
24/06/25-1,APM 정도검사,APM,정도검사,황연걸,(CO) Serinus30i,100000,정도검사,20-2313,475
24/06/25-1,APM 정도검사,APM,정도검사,황연걸,(CO) Serinus30i,100000,정도검사,21-0330,476
24/06/25-1,APM 정도검사,APM,정도검사,황연걸,(CO) Serinus30i,100000,정도검사,21-0331,477
24/06/25-1,APM 정도검사,APM,정도검사,황연걸,정도검사 대행료,100000,정도검사 대행료,21,478
24/06/26-1,APM 정도검사,APM,정도검사,황연걸,(PM-2.5) PMS-204,100000,정도검사,1501506,479
24/06/26-1,APM 정도검사,APM,정도검사,황연걸,(PM-2.5) PMS-204,100000,정도검사,1501481,480
24/06/26-1,APM 정도검사,APM,정도검사,황연걸,(PM-2.5) PMS-204,100000,정도검사,1501511,481
24/06/26-1,APM 정도검사,APM,정도검사,황연걸,(PM-2.5) PMS-204,100000,정도검사,1501513,482
24/06/26-1,APM 정도검사,APM,정도검사,황연걸,(PM-2.5) PMS-204,100000,정도검사,1501515,483
24/06/26-1,APM 정도검사,APM,정도검사,황연걸,(PM-2.5) PMS-204,100000,정도검사,1501516,484
24/06/26-1,APM 정도검사,APM,정도검사,황연걸,(PM-2.5) PMS-204,100000,정도검사,1501517,485
24/06/26-1,APM 정도검사,APM,정도검사,황연걸,(PM-2.5) PMS-204,100000,정도검사,1501520,486
24/06/26-1,APM 정도검사,APM,정도검사,황연걸,정도검사 대행료,100000,정도검사 대행료,21,487
24/07/08-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,50000,기본점검,19P426,488
24/07/08-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,50000,기본점검,19P427,489
24/07/08-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,50000,기본점검,19P428,490
24/07/08-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,50000,기본점검,19P429,491
24/07/08-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,50000,기본점검,19P431,492
24/07/08-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,,펌프지지대 교체,19P426,493
24/07/08-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,20000,전원 휴즈교체,19P427,494
24/07/11-1,APM 일반수리,APM,일반수리,황연걸,(CO) Serinus 30 i,100000,기본점검,20-2171,495
24/07/11-1,APM 일반수리,APM,일반수리,황연걸,(O3) Serinus10i,100000,기본점검,21-0349,496
24/07/11-1,APM 일반수리,APM,일반수리,황연걸,(O3) Serinus10i,100000,기본점검,21-0349,497
24/07/11-1,APM 일반수리,APM,일반수리,황연걸,(O3) Serinus10i,950000,Lamp assembly UV Serinus 10,20-1382,498
24/07/11-1,APM 일반수리,APM,일반수리,황연걸,(O3) Serinus10i,950000,Lamp assembly UV Serinus 10,20-1382,499
24/07/11-1,APM 일반수리,APM,일반수리,황연걸,DC,-300000,DC,21,500
24/07/12-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,50000,기본점검,19P432,501
24/07/12-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,50000,기본점검,19P424,502
24/07/12-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,50000,기본점검,19P425,503
24/07/12-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,50000,기본점검,19P433,504
24/07/12-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,50000,기본점검,19P430,505
24/07/12-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,20000,볼밸브 손잡이교체,19P424,506
24/07/12-2,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,350000,펌프전사석 회손 교체,20P573,507
24/07/12-2,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,300000,SFM 유량센서 교체,20P573,508
24/07/12-2,켐익 일반수리,켐익,일반수리,황연걸,(O3) Serinus10i,100000,"외장 온,습도센서 교체",21-1357,509
24/07/15-1,APM 일반수리,APM,일반수리,황연걸,(O3) Serinus10,100000,기본점검,17-0129,510
24/07/15-1,APM 일반수리,APM,일반수리,황연걸,(CO) Serinus 30 i,100000,기본점검,21-1394,511
24/07/15-1,APM 일반수리,APM,일반수리,황연걸,(NO2) Serinus40,100000,기본점검,21-0515,512
24/07/15-1,APM 일반수리,APM,일반수리,황연걸,(NO2) Serinus40(품목등록 안됨),100000,기본점검 / (등록 안된 장비),21,513
24/07/16-1,카인 부품구매,카인,일반수리,황연걸,하이볼륨 유량계 본체 교체,6750000,하이볼륨 유량계 본체 교체,21,514
24/07/16-1,카인 부품구매,카인,일반수리,황연걸,유량조절용 고리 및 부속품,350000,유량조절용 고리 및 부속품,21,515
24/07/22-1,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-10) E-BAM,250000,정도검사,T15942,516
24/07/22-1,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-2.5) E-BAM,250000,정도검사,T25862,517
24/07/22-1,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-2.5) E-BAM,250000,정도검사,T25864,518
24/07/22-1,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-2.5) E-BAM,189000,Detector cap,T25862,519
24/07/22-1,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-2.5) E-BAM,1960000,"Pump,bracket",T25862,520
24/07/22-1,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-2.5) E-BAM,691000,Connector board,T25862,521
24/07/22-1,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,DC,-160000,DC,21,522
24/07/22-1,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-2.5) E-BAM,185000,Filter 25M,T25862,523
24/07/22-1,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-2.5) E-BAM,185000,Filter 25M,T25864,524
24/07/24-1,APM,APM,일반수리,황연걸,(SO2) Serinus50,150000,기본점검,18-0318,525
24/07/24-1,APM,APM,일반수리,황연걸,(O3) Serinus10i,150000,기본점검,20-1384,526
24/07/24-1,APM,APM,일반수리,황연걸,DC,-100000,DC,21,527
24/08/12-1,카인 부품구매,카인,일반수리,황연걸,T8400ME 컨트롤러 교체,600000,T8400ME 컨트롤러 교체,21,528
24/08/13-1,APM 정도검사,APM,정도검사,황연걸,(PM-2.5) PMS-204,100000,정도검사,1708786,529
24/08/13-1,APM 정도검사,APM,정도검사,황연걸,(PM-2.5) PMS-204,100000,정도검사,1708787,530
24/08/13-1,APM 정도검사,APM,정도검사,황연걸,(PM-2.5) PMS-204,100000,정도검사,1708788,531
24/08/13-1,APM 정도검사,APM,정도검사,황연걸,(PM-2.5) PMS-204,100000,정도검사,1708790,532
24/08/13-1,APM 정도검사,APM,정도검사,황연걸,(PM-2.5) PMS-204,100000,정도검사,1708793,533
24/08/13-1,APM 정도검사,APM,정도검사,황연걸,(PM-2.5) PMS-204,100000,정도검사,1708794,534
24/08/13-1,APM 정도검사,APM,정도검사,황연걸,(PM-2.5) PMS-204,100000,정도검사,1708795,535
24/08/13-1,APM 정도검사,APM,정도검사,황연걸,자동,100000,정도검사 대행료,21,536
24/08/22-1,하림 확인필요,하림,확인필요,조용재,(PM-2.5) BAM 1020,,확인필요,X16838,537
24/08/22-2,APM 확인필요,APM,확인필요,조용재,(SO2) Serinus50,,확인필요,17-0866,538
24/08/22-3,APM 확인필요,APM,확인필요,조용재,(PM-10) BAM 1020,,확인필요,X17815,539
24/08/22-4,APM 확인필요,APM,확인필요,조용재,(O3) Serinus10i,,확인필요,17-1391,540
24/08/22-5,APM 확인필요,APM,확인필요,조용재,(CO) Serinus 30 i,,확인필요,18-0320,541
24/08/22-6,APM 확인필요,APM,확인필요,조용재,(NO2) Serinus 40,,확인필요,18-0353,542
24/08/22-7,APM 일반수리,APM,일반수리,조용재,(O3) Serinus10,,"Display, Power supply, calibation",17-0134,543
24/09/05-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,50000,기본점검,20P573,544
24/09/05-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,50000,PG48 리크교체,20P573,545
24/09/20-1,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(O3) Serinus10,150000,정도검사,17-0126,546
24/09/20-1,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(O3) Serinus10,150000,정도검사,17-0128,547
24/09/20-1,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,정도검사대행료,100000,정도검사대행료,21,548
24/09/20-1,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(O3) Serinus10,320000,"Scrubber, assembly ozone",17-0126,549
24/09/20-1,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(O3) Serinus10,900000,Lamp assembly UV Serinus 10,17-0128,550
24/09/20-1,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(O3) Serinus10,1230000,Flow block assembly,17-0128,551
24/09/20-1,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(O3) Serinus10,1150000,Valve maniffold assy,17-0128,552
24/09/20-1,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(O3) Serinus10,1660000,"Internal Pump Assy, Serinus",17-0128,553
24/09/20-1,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,DC,-300000,DC,21,554
24/10/10-1,켐익 일반수리,켐익,일반수리,성기성,(CO) MEZUS-310,,기본점검,K1612019,555
24/10/10-2,KNJ 정도검사,KNJ,정도검사,황연걸,(CO) 48i,180000,정도검사,CM19420243,556
24/10/10-2,KNJ 정도검사,KNJ,정도검사,황연걸,(O3) 49i,180000,정도검사,1182050011,557
24/10/10-2,KNJ 정도검사,KNJ,정도검사,황연걸,(O3) 49i,180000,정도검사,CM19420293,558
24/10/10-2,KNJ 정도검사,KNJ,정도검사,황연걸,정도검사대행료료,350000,정도검사대행료료,21,559
24/10/10-3,카인 일반수리,카인,일반수리,황연걸,(Pb) T8400ME,300000,모터 교체,4176/TA3688,560
24/10/10-3,카인 일반수리,카인,일반수리,황연걸,(Pb) T8400ME,300000,모터 교체,4210/TA3712,561
24/10/10-3,카인 일반수리,카인,일반수리,황연걸,(Pb) T8400ME,300000,모터 교체,4170/TA3682,562
24/10/10-3,카인 일반수리,카인,일반수리,황연걸,(Pb) T8400ME,300000,컨트롤러 교체,4176/TA3688,563
24/10/10-3,카인 일반수리,카인,일반수리,황연걸,(Pb) T8400ME,300000,컨트롤러 교체,4210/TA3712,564
24/10/10-3,카인 일반수리,카인,일반수리,황연걸,(Pb) T8400ME,300000,컨트롤러 교체,4170/TA3682,565
24/10/10-3,카인 일반수리,카인,일반수리,황연걸,(Pb) T8400ME,300000,컨트롤러 교체,4238/TA3741,566
24/10/10-3,카인 일반수리,카인,일반수리,황연걸,DC,-300000,DC,21,567
24/10/23-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,50000,기본점검,19P433,568
24/10/23-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,100000,"외장 온,습도센서 교체",19P433,569
24/11/11-1,토탈 일반수리,토탈엔지니어링,일반수리,성기성,"(NOx, SOx) BMW-5000",800000,"A,B 셀 유량계 교체",723,570
24/11/11-1,토탈 일반수리,토탈엔지니어링,일반수리,성기성,"(NOx, SOx) BMW-5000",700000,"A,B 샘플링 펌프 교체",723,571
24/11/11-1,토탈 일반수리,토탈엔지니어링,일반수리,성기성,"(NOx, SOx) BMW-5000",150000,"A,B 펌프 뎀퍼 장착",723,572
24/11/11-1,토탈 일반수리,토탈엔지니어링,일반수리,성기성,"(NOx, SOx) BMW-5000",70000,정밀 교정,723,573
24/11/11-1,토탈 일반수리,토탈엔지니어링,일반수리,성기성,DC,-520000,DC,21,574
24/11/13-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,100000,"외장 온,습도센서 교체",19P405,575
24/11/13-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,,코인전지 교체,19P405,576
24/11/13-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,,지지대 오링교체,19P405,577
24/11/13-1,켐익 일반수리,켐익,일반수리,황연걸,(PM-10) KMS-4200,50000,기본점검내역,19P405,578
24/11/13-2,켐익 일반수리,켐익,일반수리,황연걸,(NO2) MEZUS-210,100000,기본점검,K1612017,579
24/11/13-2,켐익 일반수리,켐익,일반수리,황연걸,(NO2) MEZUS-210,400000,LCD&TOUCH 7inch,K1612017,580
24/11/13-2,켐익 일반수리,켐익,일반수리,황연걸,(CO) MEZUS-310,100000,기본점검비,K1612019,581
24/11/13-2,켐익 일반수리,켐익,일반수리,황연걸,(CO) MEZUS-310,800000,CO Wheel,K1614027A,582
24/11/13-2,켐익 일반수리,켐익,일반수리,황연걸,(CO) MEZUS-310,100000,기본점검비,K1614027A,583
24/11/13-3,APM 일반수리,APM,일반수리,성기성,(O3) Serinus10,861000,Flow block assembly,17-0126,584
24/11/26-1,APM 일반수리,APM,일반수리,박혁,(NO2) Serinus40,,스크린 고장 수리,21-0518,585
24/11/29-1,KNJ 정도검사,KNJ,정도검사,황연걸,(CO) 48iQ,180000,정도검사,1201888256,586
24/11/29-1,KNJ 정도검사,KNJ,정도검사,황연걸,(CO) 48iQ,180000,정도검사,1202038522,587
24/11/29-1,KNJ 정도검사,KNJ,정도검사,황연걸,(O3) 49iQ,180000,정도검사,1190581598,588
24/11/29-1,KNJ 정도검사,KNJ,정도검사,황연걸,(O3) 49iQ,180000,정도검사,1192754688,589
24/11/29-1,KNJ 정도검사,KNJ,정도검사,황연걸,정도검사대행료,350000,정도검사대행료,21,590
24/12/09-1,카인 일반수리,카인,일반수리,황연걸,(Pb) T8400ME,300000,컨트롤러 교체,3973,591
24/12/11-1,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-10) E-BAM,250000,정도검사,X18021,592
24/12/11-1,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-10) E-BAM,250000,정도검사,X18022,593
24/12/11-1,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-10) E-BAM,185000,"25M, Glass Fiber Filter",X18021,594
24/12/11-1,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-10) E-BAM,185000,"25M, Glass Fiber Filter",X18022,595
24/12/11-2,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-2.5) E-BAM,250000,정도검사,W17345,596
24/12/11-2,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-2.5) E-BAM,250000,정도검사,W17346,597
24/12/11-2,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-2.5) E-BAM,250000,정도검사,W17347,598
24/12/11-2,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-10) E-BAM,250000,정도검사,X18018,599
24/12/11-2,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-10) E-BAM,250000,정도검사,X18019,600
24/12/11-2,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-10) E-BAM,250000,정도검사,X18020,601
24/12/11-2,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-10) E-BAM,250000,정도검사,Y17930,602
24/12/11-2,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-10) E-BAM,250000,정도검사,Y17932,603
24/12/11-2,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-10) E-BAM,250000,정도검사,Y17933,604
24/12/11-2,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-2.5) E-BAM,1960000,E-BAM Pump & Bracket,W17346,605
24/12/11-2,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-10) E-BAM,1960000,E-BAM Pump & Bracket,X18018,606
24/12/11-2,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-10) E-BAM,1960000,E-BAM Pump & Bracket,X18019,607
24/12/11-2,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-10) E-BAM,1960000,E-BAM Pump & Bracket,X18020,608
24/12/11-2,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-2.5) E-BAM,185000,"Glass Fiber Fiter, 25M",W17346,609
24/12/11-2,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-10) E-BAM,185000,"Glass Fiber Fiter, 25M",Y17932,610
24/12/11-2,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-10) E-BAM,185000,"Glass Fiber Fiter, 25M",Y17933,611
24/12/11-2,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,(PM-10) E-BAM,3553000,E-BAM Board Stack,Y17932,612
24/12/11-2,하림 정도검사 및 수리,하림,정도검사 및 수리,황연걸,DC,-1198000,DC,21,613
24/12/11-4,APM 정도검사,APM,정도검사,조용재,(O3) Serinus10,,Scrubber,17-0988,614
24/12/11-4,APM 정도검사,APM,정도검사,조용재,(O3) Serinus10,,assembly ozone,17-0988,615
24/12/11-4,APM 정도검사,APM,정도검사,조용재,(O3) Serinus10,,Lamp assembly UV,17-0988,616
25/01/08-4,켐익 일반수리,켐익,일반수리,신수용,COS-100,50000,기본점검검,KM008W18CO76,617
25/01/08-4,켐익 일반수리,켐익,일반수리,신수용,COS-100,,내부 배관 교체,KM008W18CO76,618
25/01/08-4,켐익 일반수리,켐익,일반수리,신수용,COS-100,50000,내부 펌프 흡인후 커넥터 파손교체,KM008W18CO76,619
25/01/08-5,켐익 일반수리,켐익,일반수리,신수용,COS-100,,내부배관 교체,KM014W16CO22,620
25/01/08-5,켐익 일반수리,켐익,일반수리,신수용,COS-100,50000,기본점검,KM014W16CO22,621
25/01/17-2,켐익 정도검사,켐익,정도검사,김현식,(PM-10) KMS-4200,50000,정도검사,18P354,622
25/01/17-2,켐익 정도검사,켐익,정도검사,김현식,(PM-10) KMS-4200,370000,유량미달 펌프교체,18P354,623
25/01/17-2,켐익 정도검사,켐익,정도검사,김현식,(PM-10) KMS-4200,350000,유량센서 교체,18P354,624
25/01/17-3,켐익 정도검사,켐익,정도검사,김현식,(PM-10) KMS-4200,50000,정도검사,18P353,625
25/01/17-4,켐익 정도검사,켐익,정도검사,김현식,(PM-10) KMS-4200,50000,정도검사,18P355,626
25/01/17-5,켐익 정도검사,켐익,정도검사,김현식,(PM-10) KMS-4200,50000,정도검사,18P356,627
25/01/17-6,켐익 정도검사,켐익,정도검사,김현식,(PM-10) KMS-4200,50000,정도검사,18P357,628
25/01/17-7,켐익 정도검사,켐익,정도검사,김현식,(PM-10) KMS-4200,50000,정도검사,18P358,629
25/01/17-8,켐익 정도검사,켐익,정도검사,김현식,(PM-10) KMS-4200,50000,정도검사,18P359,630
