회사명 : (주)청명기연환경 / 2023/01/01  ~ 2025/08/25  / AS수리현황,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
25/01/17-9,켐익 정도검사,켐익,정도검사,김현식,(PM-10) KMS-4200,50000,정도검사,18P360,631
25/01/17-10,켐익 정도검사,켐익,정도검사,김현식,(PM-10) KMS-4200,50000,정도검사,18P361,632
25/01/17-11,켐익 일반수리,켐익,일반수리,김현식,(PM-10) KMS-4200,370000,유량미달 펌프교체,19P432,633
25/01/17-11,켐익 일반수리,켐익,일반수리,김현식,(PM-10) KMS-4200,350000,유량센서 교체,19P432,634
25/01/17-11,켐익 일반수리,켐익,일반수리,김현식,(PM-10) KMS-4200,50000,기본점검,19P432,635
25/01/17-11,켐익 일반수리,켐익,일반수리,김현식,DC,-300000,DC,21,636
25/01/17-12,켐익 일반수리,켐익,일반수리,김현식,"(NOx, SOx) BMW-5000",400000,B셀 유량계 교체,1317,637
25/01/17-12,켐익 일반수리,켐익,일반수리,김현식,"(NOx, SOx) BMW-5000",350000,B셀 펌프 교체,1317,638
25/01/17-12,켐익 일반수리,켐익,일반수리,김현식,"(NOx, SOx) BMW-5000",70000,기본점검,1317,639
25/01/17-13,켐익 일반수리,켐익,일반수리,김현식,"(NOx, SOx) BMW-5000",400000,B셀 유량계 교체,854,640
25/01/17-13,켐익 일반수리,켐익,일반수리,김현식,"(NOx, SOx) BMW-5000",350000,B셀 펌프 교체,854,641
25/01/17-13,켐익 일반수리,켐익,일반수리,김현식,"(NOx, SOx) BMW-5000",70000,점검 및 정밀교정,854,642
25/01/17-14,켐익 일반수리,켐익,일반수리,김현식,"(NOx, SOx) BMW-5000",400000,"A,B셀 유량계 교체",1793,643
25/01/17-14,켐익 일반수리,켐익,일반수리,김현식,"(NOx, SOx) BMW-5000",350000,"A,B셀 펌프 교체",1793,644
25/01/17-14,켐익 일반수리,켐익,일반수리,김현식,"(NOx, SOx) BMW-5000",70000,기본점검,1793,645
25/01/17-15,켐익 일반수리,켐익,일반수리,김현식,"(NOx, SOx) BMW-5000",400000,"A,B셀 유량계 교체",851,646
25/01/17-15,켐익 일반수리,켐익,일반수리,김현식,"(NOx, SOx) BMW-5000",350000,"A,B셀 펌프 교체",851,647
25/01/17-15,켐익 일반수리,켐익,일반수리,김현식,"(NOx, SOx) BMW-5000",70000,기본점검,851,648
25/01/17-16,켐익 일반수리,켐익,일반수리,김현식,"(NOx, SOx) BMW-5000",400000,A셀 유량계 교체,1316,649
25/01/17-16,켐익 일반수리,켐익,일반수리,김현식,"(NOx, SOx) BMW-5000",350000,A셀 펌프 교체,1316,650
25/01/17-16,켐익 일반수리,켐익,일반수리,김현식,"(NOx, SOx) BMW-5000",70000,기본점검,1316,651
25/01/17-16,켐익 일반수리,켐익,일반수리,김현식,DC,-1300000,DC,21,652
25/01/17-17,켐익 일반수리,켐익,일반수리,김현식,(CO) MEZUS-310,100000,기본점검,K1614027A,653
25/01/17-18,APM 정도검사,APM,정도검사,성기성,(O3) Serinus10,,정도검사,17-0133,654
25/01/17-19,APM 정도검사,APM,정도검사,성기성,(O3) Serinus10,,정도검사,17-0132,655
25/01/17-20,APM 정도검사,APM,정도검사,성기성,(SO2) Serinus50,,정도검사,17-1906,656
25/01/17-21,APM 정도검사,APM,정도검사,성기성,(SO2) Serinus50,1250000,Internal Pump Assy,17-1912,657
25/01/17-22,APM 정도검사,APM,정도검사,성기성,(SO2) Serinus50,,정도검사,17-1733,658
25/01/17-23,APM 일반수리,APM,확인필요,성기성,(CO) Serinus30i,,확인필요,21-0330,659
25/01/17-25,APM 정도검사,APM,정도검사,성기성,(PM-2.5) PMS-204,100000,정도검사,1709797,660
25/01/17-26,APM 정도검사,APM,정도검사,성기성,(PM-2.5) PMS-204,100000,정도검사,1709798,661
25/01/17-26,APM 정도검사,APM,정도검사,성기성,정도검사 대행료,100000,정도검사 대행료,21,662
25/01/17-27,APM 일반수리,APM,일반수리,성기성,(NO2) Serinus40,510000,Pressure Gauge,21-0516,663
25/01/17-28,KNJ 정도검사,KNJ,정도검사,조용재,(O3) 49i,,정도검사,CM20477383,664
25/01/23-2,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(O3) Serinus10i,150000,기본점검,20-1571,665
25/01/23-2,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(CO) Serinus30i,150000,기본점검,20-2311,666
25/01/23-2,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(CO) Serinus30i,150000,기본점검,20-1348,667
25/01/23-2,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(CO) Serinus30i,150000,기본점검,20-1509,668
25/01/23-2,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(CO) Serinus30i,150000,기본점검,20-1502,669
25/01/23-2,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(CO) Serinus30i,150000,기본점검,20-1508,670
25/01/23-2,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(CO) Serinus30i,150000,기본점검,20-1503,671
25/01/23-2,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(O3) Serinus10i,150000,기본점검,20-1560,672
25/01/23-2,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(O3) Serinus10i,150000,기본점검,20-1384,673
25/01/23-2,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(O3) Serinus10i,150000,기본점검,20-1382,674
25/01/23-2,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(O3) Serinus10i,150000,기본점검,20-1393,675
25/01/23-2,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,정도검사 대행료,200000,정도검사 대행료,21,676
25/01/23-2,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(O3) Serinus10i,900000,"DISPLAY,LCD, BLUE AND WHITE",20-1571,677
25/01/23-2,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,(CO) Serinus30i,2450000,DETECTOR SPARE PART SERINUS30,20-1503,678
25/01/23-2,APM 정도검사 및 수리,APM,정도검사 및 수리,황연걸,자동,-200000,DC,21,679
25/02/03-1,카인 일반수리,카인,일반수리,이형섭,(소음) SC-260,750000,SC260 보드수리(데이터전송안됨외),T242073,680
25/02/03-1,카인 일반수리,카인,일반수리,이형섭,(소음) SC-260,,한국 스페인 항공료,T242073,681
25/02/10-1,카인 정도검사,카인,정도검사,김용명,(소음) SC-260,,정도검사,T242071,682
25/02/10-2,카인 정도검사,카인,정도검사,김용명,(진동) TYPE3233,,정도검사,160096,683
25/02/10-3,태원시바타 확인필요,태원시바타,확인필요,신수용,MP-Σ100,,확인필요,461059,684
25/02/10-4,켐익 확인필요,켐익,확인필요,신수용,COS-100,,확인필요,KM008W18CO77,685
25/02/12-1,태원시바타 확인필요,태원시바타,확인필요,신수용,MP-Σ100,,확인필요,441002,686
25/02/17-1,APM 일반수리,APM,일반수리,송민욱,(CO) Serinus 30 i,,Power supply,20-2132,687
25/02/17-2,APM 일반수리,APM,확인필요,송민욱,(NO2) Serinus40,,디스플레이 수리(확인필요),21-0517,688
25/02/17-3,APM 일반수리,APM,일반수리,송민욱,(CO) Serinus30i,,데이터 저장불량 수리,20-2313,689
25/02/17-4,APM 정도검사,APM,정도검사,송민욱,(SO2) Serinus50,,정도검사,17-1903,690
25/02/17-5,APM 정도검사,APM,정도검사,송민욱,(SO2) Serinus50,,정도검사,17-1798,691
25/02/17-6,APM 일반수리,APM,일반수리,성기성,(O3) Serinus10,900000,PCA LAMP driver,17-0126,692
25/03/04-7,켐익 정도검사,켐익,정도검사,김균학,(CO) MEZUS-310,,정도검사,K1614025A,693
25/03/04-8,켐익 정도검사,켐익,정도검사,김균학,(NO2) MEZUS-210,,정도검사,K1614022,694
25/03/04-9,켐익 정도검사,켐익,정도검사,김균학,(NO2) MEZUS-210,,정도검사,K1614023,695
25/03/04-10,켐익 정도검사,켐익,정도검사,김균학,(CO) MEZUS-310,,정도검사,K1614026A,696
25/03/04-11,켐익 정도검사,켐익,정도검사,김균학,(NO2) MEZUS-210,,정도검사,K1515023,697
25/03/04-12,켐익 정도검사,켐익,정도검사,김균학,(NO2) MEZUS-210,,정도검사,K1515022,698
25/03/04-13,켐익 정도검사,켐익,정도검사,김균학,(NO2) MEZUS-210,,정도검사,K1612016,699
25/03/04-14,켐익 정도검사,켐익,정도검사,김균학,(NO2) MEZUS-210,,정도검사,K1612017,700
25/03/04-15,켐익 정도검사,켐익,정도검사,김균학,(PM-10) E-BAM,,정도검사,R10783,701
25/03/04-16,켐익 정도검사,켐익,정도검사,김균학,(PM-2.5) E-BAM,,정도검사,T25861,702
25/03/04-17,켐익 정도검사,켐익,정도검사,김균학,(PM-10) KMS-4200,50000,정도검사,18P366,703
25/03/04-18,켐익 정도검사,켐익,정도검사,김균학,(PM-10) KMS-4200,50000,정도검사,18P367,704
25/03/04-19,켐익 정도검사,켐익,정도검사,김균학,(PM-10) KMS-4200,50000,정도검사,18P368,705
25/03/04-19,켐익 정도검사,켐익,정도검사,김균학,(PM-10) KMS-4200,,SD카드교체,18P368,706
25/03/04-20,켐익 정도검사,켐익,정도검사,김균학,(PM-10) KMS-4200,50000,정도검사,18P369,707
25/03/04-21,켐익 정도검사,켐익,정도검사,김균학,(PM-10) KMS-4200,50000,정도검사,18P370,708
25/03/04-22,켐익 정도검사,켐익,정도검사,김균학,(PM-10) KMS-4200,50000,정도검사,18P371,709
25/03/04-22,켐익 정도검사,켐익,정도검사,김균학,(PM-10) KMS-4200,150000,백엽상파손 수분유입 교체,18P371,710
25/03/04-23,켐익 정도검사,켐익,정도검사,김균학,(PM-10) KMS-4200,50000,정도검사,18P372,711
25/03/04-24,켐익 정도검사,켐익,정도검사,김균학,(PM-10) KMS-4200,50000,정도검사,18P373,712
25/03/04-24,켐익 정도검사,켐익,정도검사,김균학,(PM-10) KMS-4200,100000,외장온습도교체,18P373,713
25/03/04-25,켐익 정도검사,켐익,정도검사,김균학,(PM-10) KMS-4200,50000,정도검사,18P374,714
25/03/04-26,켐익 정도검사,켐익,정도검사,김균학,(PM-10) KMS-4200,50000,정도검사,18P375,715
25/03/04-27,토탈 일반수리,토탈엔지니어링,일반수리,김균학,"(NOx, SOx) BMW-5000",,좌측 유량불량,722,716
25/03/04-28,토탈 일반수리,토탈엔지니어링,일반수리,김균학,"(NOx, SOx) BMW-5000",440000,컨트롤보드 교체,857,717
25/03/04-29,토탈 일반수리,토탈엔지니어링,일반수리,김균학,"(NOx, SOx) BMW-5000",,좌측 유량불량,1790,718
25/03/04-30,토탈 일반수리,토탈엔지니어링,일반수리,김균학,"(NOx, SOx) BMW-5000",,좌측 유량불량,1798,719
25/03/04-31,토탈 일반수리,토탈엔지니어링,일반수리,김균학,"(NOx, SOx) BMW-5000",,양측 유량불량,1627,720
25/03/04-32,APM 정도검사,APM,정도검사,이형섭,(PM-2.5) PMS-204,100000,정도검사,1501514,721
25/03/04-33,APM 정도검사,APM,정도검사,이형섭,(PM-2.5) PMS-204,100000,정도검사,1501504,722
25/03/04-34,APM 정도검사,APM,정도검사,이형섭,(PM-2.5) PMS-204,100000,정도검사,1501490,723
25/03/04-35,APM 정도검사,APM,정도검사,이형섭,(PM-2.5) PMS-204,100000,정도검사,1501479,724
25/03/04-36,APM 일반수리,APM,일반수리,이형섭,이동차량(1017),,pm2.5 펌프수리,,725
25/03/06-2,태원시바타 정도검사,태원시바타,정도검사,신수용,(VOCs) MP-Σ30,,정도검사,532930,726
25/03/06-3,태원시바타 정도검사,태원시바타,정도검사,신수용,(VOCs) MP-Σ30,,정도검사,442388,727
25/03/06-4,태원시바타 정도검사,태원시바타,정도검사,신수용,(VOCs) MP-Σ30KNⅡ,,정도검사,770656,728
25/03/10-2,태원시바타 정도검사,태원시바타,정도검사,신수용,(VOCs) MP-Σ30KNⅡ,,정도검사,770659,729
25/03/18-2,토탈 일반수리,토탈엔지니어링,일반수리,성기성,"(NOx, SOx) BMW-5000",440000,A셀 유량계 교체,1500,730
25/03/18-2,토탈 일반수리,토탈엔지니어링,일반수리,성기성,"(NOx, SOx) BMW-5000",385000,A셀 펌프 교체,1500,731
25/03/18-2,토탈 일반수리,토탈엔지니어링,일반수리,성기성,"(NOx, SOx) BMW-5000",77000,점검 및 정밀교정,1500,732
25/03/18-3,토탈 일반수리,토탈엔지니어링,일반수리,성기성,"(NOx, SOx) BMW-5000",77000,점검 및 정밀교정,1744,733
25/03/18-4,토탈 일반수리,토탈엔지니어링,일반수리,성기성,"(NOx, SOx) BMW-5000",440000,A셀 유량계 교체,1847,734
25/03/18-4,토탈 일반수리,토탈엔지니어링,일반수리,성기성,"(NOx, SOx) BMW-5000",385000,A셀 펌프 교체,1847,735
25/03/18-4,토탈 일반수리,토탈엔지니어링,일반수리,성기성,"(NOx, SOx) BMW-5000",440000,컨트롤보드 교체,1847,736
25/03/18-4,토탈 일반수리,토탈엔지니어링,일반수리,성기성,"(NOx, SOx) BMW-5000",77000,점검 및 정밀교정,1847,737
25/03/18-5,토탈 일반수리,토탈엔지니어링,일반수리,성기성,"(NOx, SOx) BMW-5000",77000,점검 및 정밀교정,1628,738
25/03/18-6,토탈 일반수리,토탈엔지니어링,일반수리,성기성,"(NOx, SOx) BMW-5000",77000,점검 및 정밀교정,717,739
25/03/18-7,토탈 일반수리,토탈엔지니어링,일반수리,성기성,"(NOx, SOx) BMW-5000",77000,점검 및 정밀교정,909,740
25/03/19-1,APM 정도검사,APM,정도검사,백승철,(O3) Serinus10i,150000,정도검사,21-1357,741
25/03/19-2,APM 정도검사,APM,정도검사,백승철,(O3) Serinus10i,150000,정도검사,17-0125,742
25/03/19-3,APM 정도검사,APM,정도검사,백승철,(O3) Serinus10i,150000,정도검사,21-0507,743
25/03/19-4,APM 정도검사,APM,정도검사,백승철,(O3) Serinus10i,150000,정도검사,17-0127,744
25/03/19-5,APM 정도검사,APM,정도검사,백승철,(O3) Serinus10i,150000,정도검사,17-0130,745
25/03/19-6,APM 정도검사,APM,정도검사,백승철,(PM-2.5) PMS-204,100000,정도검사,1501505,746
25/03/19-7,APM 정도검사,APM,정도검사,백승철,(PM-2.5) PMS-204,100000,정도검사,1501507,747
25/03/19-8,APM 정도검사,APM,정도검사,백승철,(PM-2.5) PMS-204,100000,정도검사,1501512,748
25/03/19-9,APM 정도검사,APM,정도검사,백승철,(PM-2.5) PMS-204,100000,정도검사,1501489,749
25/03/19-10,APM 정도검사,APM,정도검사,백승철,(PM-2.5) PMS-204,100000,정도검사,1501508,750
25/03/24-1,카인 확인필요,카인,확인필요,신수용,(VOCs) MP-Σ30KNⅡ,,확인필요,770656,751
25/03/24-2,카인 확인필요,카인,확인필요,신수용,(VOCs) MP-Σ30KNⅡ,,확인필요,770659,752
25/03/24-3,카인 확인필요,카인,확인필요,신수용,(VOCs) MP-Σ30,,확인필요,442388,753
25/03/24-4,카인 확인필요,카인,확인필요,신수용,(VOCs) MP-Σ30,,확인필요,532930,754
25/03/26-1,APM 일반수리,APM,일반수리,김균학,(NO2) Serinus40,,일반수리,21-0518,755
25/03/26-2,APM 일반수리,APM,일반수리,김균학,(CO) Serinus30i,,일반수리,20-2313,756
25/03/26-3,APM 일반수리,APM,일반수리,김균학,(NO2) Serinus40,,일반수리,21-0516,757
25/03/31-1,켐익 정도검사,켐익,정도검사,박혁,(PM-10) KMS-4200,,정도검사,18P370,758
25/03/31-2,켐익 정도검사,켐익,정도검사,박혁,(PM-10) KMS-4200,,정도검사,18P369,759
25/03/31-3,켐익 정도검사,켐익,정도검사,박혁,(PM-10) KMS-4200,,정도검사,18P371,760
25/03/31-4,켐익 정도검사,켐익,정도검사,박혁,(PM-10) KMS-4200,,정도검사,18P372,761
25/03/31-5,켐익 정도검사,켐익,정도검사,박혁,(PM-10) KMS-4200,,정도검사,18P374,762
25/03/31-6,켐익 정도검사,켐익,정도검사,박혁,(PM-10) KMS-4200,,정도검사,18P375,763
25/03/31-7,켐익 정도검사,켐익,정도검사,박혁,(PM-10) KMS-4200,,정도검사,18P373,764
25/03/31-8,켐익 정도검사,켐익,정도검사,박혁,(PM-10) KMS-4200,,정도검사,18P368,765
25/03/31-9,켐익 정도검사,켐익,정도검사,박혁,(PM-10) KMS-4200,,정도검사,18P366,766
25/03/31-10,켐익 정도검사,켐익,정도검사,박혁,(PM-10) KMS-4200,,정도검사,18P367,767
25/03/31-11,켐익 정도검사,켐익,정도검사,박혁,(PM-10) KMS-4200,,정도검사,19P425,768
25/03/31-12,켐익 정도검사,켐익,정도검사,박혁,(CO) MEZUS-310,,정도검사,K1614027A,769
25/04/02-1,카인 일반수리,카인,일반수리,신수용,(Pb) T8400ME,,일반수리,TA3696,770
25/04/02-2,카인 일반수리,카인,일반수리,신수용,(Pb) T8400ME,,일반수리,4211/TA3713,771
25/04/02-3,카인 일반수리,카인,일반수리,신수용,(Pb) T8400ME,,일반수리,TA3275,772
25/04/21-1,APM 정도검사,APM,정도검사,백승철,(PM-2.5) PMS-204,,정도검사,1501508,773
25/04/21-2,APM 정도검사,APM,정도검사,백승철,(PM-2.5) PMS-204,,정도검사,1501489,774
25/04/21-3,APM 정도검사,APM,정도검사,백승철,(PM-2.5) PMS-204,,정도검사,1501505,775
25/04/21-4,APM 정도검사,APM,정도검사,백승철,(PM-2.5) PMS-204,,정도검사,1501512,776
25/04/21-5,APM 정도검사,APM,정도검사,백승철,(PM-2.5) PMS-204,,정도검사,1501490,777
25/04/21-6,APM 정도검사,APM,정도검사,백승철,(PM-2.5) PMS-204,,정도검사,1501479,778
25/04/21-7,APM 정도검사,APM,정도검사,백승철,(PM-2.5) PMS-204,,정도검사,1501514,779
25/04/21-8,APM 정도검사,APM,정도검사,백승철,(PM-2.5) PMS-204,,정도검사,1501504,780
25/04/21-9,APM 정도검사,APM,정도검사,백승철,(PM-2.5) PMS-204,,정도검사,1501507,781
25/04/21-10,APM 일반수리,APM,일반수리,백승철,(NO2) Serinus40,,일반수리,21-0517,782
25/04/21-11,APM 정도검사,APM,정도검사,백승철,(O3) Serinus10i,,정도검사,21-1357,783
25/04/21-12,APM 정도검사,APM,정도검사,백승철,(O3) Serinus10i,,정도검사,17-0127,784
25/04/21-13,APM 정도검사,APM,정도검사,백승철,(O3) Serinus10i,,정도검사,17-0130,785
25/04/21-14,APM 정도검사,APM,정도검사,백승철,(O3) Serinus10i,,정도검사,21-0507,786
25/04/28-1,APM 일반수리,APM,일반수리,전창근,(O3) Serinus10,150000,점검기술료,17-0128,787
25/04/28-1,APM 일반수리,APM,일반수리,전창근,(O3) Serinus10i,320000,Scrubber,17-0128,788
25/04/29-1,카인 정도검사,카인,정도검사,전창근,(소음) SC-260,,정도검사,T242072,789
25/04/29-2,카인 정도검사,카인,정도검사,전창근,(소음) SC-260,,정도검사,T242109,790
25/04/29-3,카인 정도검사,카인,정도검사,전창근,(진동) VM-1220E,,정도검사,20E474,791
25/04/29-4,카인 정도검사,카인,정도검사,전창근,(진동) TYPE3233,,정도검사,190025,792
25/04/29-5,카인 정도검사,카인,정도검사,전창근,(진동) TYPE3233,,정도검사,190024,793
25/04/30-1,APM 정도검사,APM,정도검사,김현식,(O3) Serinus10i,,정도검사,17-0125,794
25/04/30-2,카인 정도검사,카인,정도검사,전창근,(소음) SC-260,,정도검사,T242072,795
25/04/30-3,카인 정도검사,카인,정도검사,전창근,(소음) SC-260,,정도검사,T242109,796
25/04/30-4,카인 정도검사,카인,정도검사,전창근,(진동) VM-1220E,,정도검사,20E474,797
25/04/30-5,카인 정도검사,카인,정도검사,전창근,(진동) TYPE3233,,정도검사,190024,798
25/04/30-6,카인 정도검사,카인,정도검사,전창근,(진동) TYPE3233,,정도검사,190025,799
25/05/08-1,켐익 일반수리,켐익,일반수리,전창근,(PM-10) KMS-4200,,기본점검내역,19P430,800
25/05/08-1,켐익 일반수리,켐익,일반수리,전창근,(PM-10) KMS-4200,,프로그램 재설치 및 SD카드교체,19P430,801
25/05/08-1,켐익 일반수리,켐익,일반수리,전창근,(PM-10) KMS-4200,,코인전지 교체,19P430,802
25/05/08-2,켐익 일반수리,켐익,일반수리,전창근,(PM-10) KMS-4200,,기본점검내역,20P569,803
25/05/08-2,켐익 일반수리,켐익,일반수리,전창근,(PM-10) KMS-4200,370000,유량미달 펌프교체,20P569,804
25/05/08-2,켐익 일반수리,켐익,일반수리,전창근,(PM-10) KMS-4200,300000,유량센서교체,20P569,805
25/05/22-1,태원시바타 정도검사,태원시바타,정도검사,신수용,(벤젠) MP-Σ30KNⅡ,,정도검사,141411,806
25/05/22-2,태원시바타 정도검사,태원시바타,정도검사,신수용,(벤젠) MP-Σ30KNⅡ,,,141412,807
25/05/22-3,표준교정기술원 교정,표준교정기술원,정도검사,신수용,Kestrel5500,179520,디지덜 온습도계 교정,2390486,808
25/05/22-3,표준교정기술원 교정,표준교정기술원,정도검사,신수용,Kestrel5500,91850,"절대압계 (기압, 디지털) 교정",2390486,809
25/05/22-4,켐익 일반수리,켐익,일반수리,이형섭,(PM-2.5) KMS-4200,,,20P558,810
25/05/22-5,켐익 일반수리,켐익,일반수리,이형섭,(PM-10) KMS-4200,,,18P356,811
25/05/26-1,APM 일반수리,APM,일반수리,신재경,(O3) Serinus10,,,17-0988,812
25/06/02-1,태원시바타 정도검사,태원시바타,정도검사,신수용,MP-Σ100KNⅡ,,,950575,813
25/06/05-1,APM 일반수리,APM,일반수리,신재경,(PM-2.5) PMS-204,100000,"장비 리크, 다운튜브 고무링 손상, 교체 리크 수정",1501518,814
25/06/05-2,APM 일반수리,APM,일반수리,신재경,(PM-2.5) PMS-204,100000,"장비 리크, 다운튜브 고무링 손상, 교체 리크 수정 펌프 배출 라인 튜브 손상/이탈 확인, 튜브 교체, 재결속 및 고정 상태 점검 완료",1501519,815
25/06/05-3,APM 일반수리,APM,일반수리,신재경,(PM-10) PMS-204,100000,"장비 리크, 다운튜브 고무링 손상, 교체 리크 수정",1904004,816
25/06/10-1,카인 일반수리,카인,일반수리,박소현,(소음) SC-260,,일반수리,T242109,817
25/06/10-2,카인 일반수리,카인,일반수리,박소현,(소음) SC-260,,무상점검 (전원 단자 오류 해결),T246352,818
25/06/19-1,토탈엔지니어링 일반수리,토탈엔지니어링,일반수리,조용재,"(NOx, SOx) BMW-5000",,일반수리,724,819
25/06/19-2,토탈엔지니어링 일반수리,토탈엔지니어링,일반수리,조용재,"(NOx, SOx) BMW-5000",,일반수리,849,820
25/06/19-3,토탈엔지니어링 일반수리,토탈엔지니어링,일반수리,조용재,"(NOx, SOx) BMW-5000",440000,A셀 유량계 교체,1796,821
25/06/19-3,토탈엔지니어링 일반수리,토탈엔지니어링,일반수리,조용재,"(NOx, SOx) BMW-5000",385000,A셀 펌프 교체,1796,822
25/06/19-3,토탈엔지니어링 일반수리,토탈엔지니어링,일반수리,조용재,"(NOx, SOx) BMW-5000",440000,컨트롤보드 교체,1796,823
25/06/19-3,토탈엔지니어링 일반수리,토탈엔지니어링,일반수리,조용재,"(NOx, SOx) BMW-5000",77000,점검 및 정밀교정,1796,824
25/06/20-1,APM 일반수리,APM,일반수리,조용재,(CO) Serinus30i,,일반수리,20-2132,825
25/06/20-2,APM 일반수리,APM,일반수리,조용재,(CO) Serinus30i,100000,점검기술료,20-2305,826
25/06/20-2,APM 일반수리,APM,일반수리,조용재,(CO) Serinus30i,900000,"DISPLAY, LCD, 240 X 128 BLUE AND WHITE",20-2305,827
25/06/20-3,APM 일반수리,APM,일반수리,조용재,(O3) Serinus10i,100000,점검기술료,17-0133,828
25/06/20-3,APM 일반수리,APM,일반수리,조용재,(O3) Serinus10i,900000,"DISPLAY, LCD, 240 X 128 BLUE AND WHITE",17-0133,829
25/06/20-4,APM 일반수리,APM,일반수리,조용재,(O3) Serinus10i,,일반수리,21-0321,830
25/06/20-5,APM 일반수리,APM,일반수리,조용재,(O3) Serinus10i,150000,점검기술료,21-0349,831
25/06/20-6,APM 일반수리,APM,일반수리,조용재,(PM-10) PMS-204,100000,점검기술료,1904004,832
25/06/20-7,APM 일반수리,APM,일반수리,조용재,(PM-2.5) PMS-204,100000,점검기술료,1501506,833
25/06/20-8,APM 일반수리,APM,일반수리,조용재,(PM-2.5) PMS-204,100000,점검기술료,1501490,834
25/06/24-1,KNJ 일반수리,KNJ,일반수리,성기성,(O3) 49iQ,180000,점검 및 교정,1192754688,835
25/07/04-1,태원 정도검사,태원시바타,정도검사,성기성,(벤젠) MP-Σ30KNⅡ,,정도검사,770660,836
25/07/04-2,태원 정도검사,태원시바타,정도검사,성기성,(VOCs) MP-Σ30KNⅡ,,정도검사,770654,837
25/07/04-3,태원 정도검사,태원시바타,정도검사,성기성,(VOCs) MP-Σ30KNⅡ,,정도검사,770655,838
25/07/04-4,태원 정도검사,태원시바타,정도검사,성기성,(VOCs) MP-Σ30KNⅡ,,정도검사,770657,839
25/07/04-5,태원 정도검사,태원시바타,정도검사,성기성,MP-Σ100KNⅡ,,정도검사,950574,840
25/07/04-6,태원 정도검사,태원시바타,정도검사,성기성,(벤젠) MP-Σ30KNⅡ,,정도검사,770658,841
25/07/04-7,APM 일반수리,APM,일반수리,성기성,(O3) Serinus10i,,Lamp Adjust,17-0126,842
25/07/04-8,APM 일반수리,APM,일반수리,성기성,(O3) Serinus10i,,Lamp Adjust,17-0128,843
25/07/04-9,APM 일반수리,APM,일반수리,성기성,(CO) Serinus30i,,REF수리,20-2311,844
25/07/07-1,APM 일반수리,APM,일반수리,나훈,(CO) Serinus30i,,REF 수리,20-2311,845
25/07/07-2,APM 일반수리,APM,일반수리,나훈,(O3) Serinus10i,,Lamp Adjust,17-0126,846
25/07/07-3,APM 일반수리,APM,일반수리,나훈,(O3) Serinus10i,,Lamp Adjust,17-0128,847
25/07/07-4,태원 정도검사,태원시바타,정도검사,나훈,(VOCs) MP-Σ30KNⅡ,,정도검사,770654,848
25/07/07-5,태원 정도검사,태원시바타,정도검사,나훈,(VOCs) MP-Σ30KNⅡ,,정도검사,770657,849
25/07/07-6,태원 정도검사,태원시바타,정도검사,나훈,(벤젠) MP-Σ30KNⅡ,,정도검사,770660,850
25/07/07-7,태원 정도검사,태원시바타,정도검사,나훈,(벤젠) MP-Σ30KNⅡ,,정도검사,770658,851
25/07/07-8,태원 정도검사,태원시바타,정도검사,나훈,MP-Σ100KNⅡ,,정도검사,950574,852
25/07/07-9,태원 정도검사,태원시바타,정도검사,나훈,(VOCs) MP-Σ30KNⅡ,,정도검사,770655,853
합계,,,,,,161087370,,,
2025/08/25  오후 12:55:30,,,,,,,,,
